QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,COUNTRY,DEALSIZE
45,100,3,7901.1,Shipped,4,11,2004,Classic Cars,148,USA,Large
50,100,4,6101,Shipped,4,11,2004,Classic Cars,148,Philippines,Medium
38,100,11,6276.46,Shipped,4,11,2004,Classic Cars,148,Australia,Medium
25,100,2,4203.5,Shipped,4,12,2004,Classic Cars,148,Spain,Medium
28,58.18,13,1629.04,Shipped,1,1,2005,Classic Cars,148,Finland,Small
49,67.14,8,3289.86,Shipped,1,2,2005,Classic Cars,148,Spain,Medium
49,100,3,6862.94,Shipped,1,3,2005,Classic Cars,148,USA,Medium
42,61.29,9,2574.18,Shipped,1,3,2003,Classic Cars,71,UK,Small
23,57.73,8,1327.79,Shipped,2,5,2003,Classic Cars,71,USA,Small
29,81.25,2,2356.25,Shipped,3,9,2003,Classic Cars,71,Australia,Small
25,80.54,1,2013.5,Shipped,4,10,2003,Classic Cars,71,Denmark,Small
39,71.98,15,2807.22,Shipped,4,11,2003,Classic Cars,71,Italy,Small
44,69.84,12,3072.96,Shipped,4,11,2003,Classic Cars,71,USA,Medium
25,76.26,16,1906.5,Shipped,4,11,2003,Classic Cars,71,Australia,Small
45,76.26,6,3431.7,Shipped,4,12,2003,Classic Cars,71,USA,Medium
25,83.39,2,2084.75,Shipped,1,1,2004,Classic Cars,71,UK,Small
37,57.73,12,2136.01,Shipped,1,3,2004,Classic Cars,71,France,Small
30,66.99,4,2009.7,Shipped,2,4,2004,Classic Cars,71,France,Small
36,75.55,1,2719.8,Shipped,3,7,2004,Classic Cars,71,USA,Small
26,60.58,1,1575.08,Shipped,3,8,2004,Classic Cars,71,Spain,Small
23,73.41,7,1688.43,Shipped,3,9,2004,Classic Cars,71,Singapore,Small
23,72.7,3,1672.1,Shipped,4,10,2003,Classic Cars,71,UK,Small
25,66.99,2,1674.75,Shipped,4,10,2004,Classic Cars,71,Spain,Small
21,100,3,3472.98,Shipped,4,11,2004,Classic Cars,71,UK,Medium
26,63.43,5,1649.18,Shipped,4,11,2004,Classic Cars,71,France,Small
44,85.25,9,3751,Resolved,1,1,2005,Classic Cars,71,USA,Medium
24,100,2,4536,Shipped,1,2,2005,Classic Cars,71,Spain,Medium
66,66.99,4,4421.34,On Hold,2,4,2005,Classic Cars,71,USA,Medium
36,57.73,7,2078.28,In Process,2,5,2005,Classic Cars,71,Australia,Small
36,85.25,13,3069,Shipped,1,3,2003,Classic Cars,73,UK,Medium
22,77.9,12,1713.8,Shipped,2,5,2003,Classic Cars,73,USA,Small
25,60.26,6,1506.5,Shipped,3,9,2003,Classic Cars,73,Australia,Small
37,72.76,5,2692.12,Shipped,4,10,2003,Classic Cars,73,Denmark,Small
32,75.69,3,2422.08,Shipped,4,11,2003,Classic Cars,73,USA,Small
47,74.22,16,3488.34,Shipped,4,11,2003,Classic Cars,73,USA,Medium
37,69.82,4,2583.34,Shipped,4,11,2003,Classic Cars,73,USA,Small
20,62.47,10,1249.4,Shipped,4,12,2003,Classic Cars,73,USA,Small
41,82.31,3,3374.71,Shipped,1,1,2004,Classic Cars,73,Spain,Medium
21,60.26,1,1265.46,Shipped,1,2,2004,Classic Cars,73,USA,Small
22,76.43,8,1681.46,Shipped,2,4,2004,Classic Cars,73,France,Small
40,80.1,5,3204,Shipped,3,7,2004,Classic Cars,73,USA,Medium
32,74.96,5,2398.72,Shipped,3,8,2004,Classic Cars,73,Spain,Small
36,66.14,11,2381.04,Shipped,3,9,2004,Classic Cars,73,Singapore,Small
27,72.02,1,1944.54,Shipped,4,10,2003,Classic Cars,73,Norway,Small
26,87.45,6,2273.7,Shipped,4,10,2004,Classic Cars,73,Spain,Small
30,70.55,3,2116.5,Shipped,4,11,2004,Classic Cars,73,USA,Small
23,56.84,4,1307.32,Shipped,4,11,2004,Classic Cars,73,UK,Small
29,59.53,7,1726.37,Shipped,4,11,2004,Classic Cars,73,France,Small
21,60.37,10,1267.77,Resolved,1,1,2005,Classic Cars,73,USA,Small
34,100,3,3441.82,Shipped,1,2,2005,Classic Cars,73,Spain,Medium
26,76.43,8,1987.18,On Hold,2,4,2005,Classic Cars,73,USA,Small
60,64.67,11,3880.2,In Process,2,5,2005,Classic Cars,73,Australia,Medium
35,55.49,6,1942.15,Shipped,1,1,2003,Classic Cars,57,Spain,Small
47,69.36,2,3259.92,Shipped,2,4,2003,Classic Cars,57,USA,Medium
20,60.69,8,1213.8,Shipped,2,6,2003,Classic Cars,57,USA,Small
20,54.33,2,1086.6,Shipped,3,8,2003,Classic Cars,57,Finland,Small
25,65.31,4,1632.75,Shipped,3,9,2003,Classic Cars,57,Australia,Small
25,69.36,9,1734,Shipped,4,10,2003,Classic Cars,57,Singapore,Small
27,68.78,8,1857.06,Shipped,4,11,2003,Classic Cars,57,Italy,Small
31,60.11,3,1863.41,Shipped,4,11,2003,Classic Cars,57,Spain,Small
44,66.47,3,2924.68,Shipped,4,11,2003,Classic Cars,57,USA,Small
49,46.82,4,2294.18,Shipped,4,12,2003,Classic Cars,57,USA,Small
26,56.07,8,1457.82,Shipped,1,2,2004,Classic Cars,57,Ireland,Small
36,54.33,6,1955.88,Shipped,1,3,2004,Classic Cars,57,Germany,Small
44,52.6,2,2314.4,Shipped,2,5,2004,Classic Cars,57,Spain,Small
28,46.82,1,1310.96,Shipped,2,6,2004,Classic Cars,57,Singapore,Small
45,64.74,2,2913.3,Shipped,3,7,2004,Classic Cars,57,USA,Small
29,46.82,11,1357.78,Shipped,3,8,2004,Classic Cars,57,USA,Small
40,53.75,5,2150,Shipped,3,9,2004,Classic Cars,57,USA,Small
45,61.85,2,2783.25,Shipped,4,10,2004,Classic Cars,57,USA,Small
44,53.18,11,2339.92,Shipped,4,10,2004,Classic Cars,57,Denmark,Small
25,69.16,14,1729,Shipped,4,11,2004,Classic Cars,57,USA,Small
45,100,4,5972.4,Shipped,4,11,2004,Classic Cars,57,France,Medium
48,47.4,4,2275.2,Shipped,4,12,2004,Classic Cars,57,USA,Small
44,60.76,14,2673.44,Shipped,4,12,2004,Classic Cars,57,Spain,Small
25,97.27,12,2431.75,Shipped,1,1,2005,Classic Cars,57,USA,Small
22,91.76,2,2018.72,Shipped,1,2,2005,Classic Cars,57,Spain,Small
31,50.29,2,1558.99,Shipped,1,3,2005,Classic Cars,57,Spain,Small
21,52.6,2,1104.6,Shipped,2,5,2005,Classic Cars,57,Spain,Small
55,46.82,1,2575.1,In Process,2,5,2005,Classic Cars,57,France,Small
25,100,3,2845.75,Shipped,1,2,2003,Motorcycles,112,USA,Small
35,98.05,1,3431.75,Shipped,2,4,2003,Motorcycles,112,Australia,Medium
35,93.54,3,3273.9,Shipped,3,7,2003,Motorcycles,112,France,Medium
43,95.8,7,4119.4,Shipped,3,8,2003,Motorcycles,112,USA,Medium
44,100,15,5355.68,Shipped,4,10,2003,Motorcycles,112,USA,Medium
50,100,2,5747.5,Shipped,4,10,2003,Motorcycles,112,USA,Medium
48,100,10,5355.36,Shipped,4,11,2003,Motorcycles,112,France,Medium
25,100,2,2535.75,Shipped,4,11,2003,Motorcycles,112,Norway,Small
39,100,3,4351.23,Shipped,4,12,2003,Motorcycles,112,USA,Medium
25,90.16,15,2254,Shipped,1,1,2004,Motorcycles,112,France,Small
32,91.29,2,2921.28,Shipped,1,2,2004,Motorcycles,112,Australia,Small
20,100,8,2299,Shipped,2,4,2004,Motorcycles,112,USA,Small
26,100,3,2637.18,Shipped,2,5,2004,Motorcycles,112,USA,Small
42,100,3,4307.52,Shipped,2,6,2004,Motorcycles,112,USA,Medium
21,100,2,2153.76,Shipped,3,7,2004,Motorcycles,112,France,Small
34,100,7,3716.88,Shipped,3,8,2004,Motorcycles,112,USA,Medium
47,100,10,5455.76,Shipped,3,9,2004,Motorcycles,112,Finland,Medium
21,100,6,2650.62,Shipped,4,10,2004,Motorcycles,112,Norway,Small
48,100,2,6437.28,Shipped,4,11,2004,Motorcycles,112,USA,Medium
30,87.78,7,2633.4,Shipped,4,11,2004,Motorcycles,112,USA,Small
27,84.39,10,2278.53,Shipped,4,11,2004,Motorcycles,112,Japan,Small
50,96.92,2,4846,Shipped,1,1,2005,Motorcycles,112,USA,Medium
38,100,6,4197.1,Shipped,1,2,2005,Motorcycles,112,Australia,Medium
45,100,1,4597.65,Shipped,1,3,2005,Motorcycles,112,Sweden,Medium
46,100,8,5287.7,Shipped,2,4,2005,Motorcycles,112,UK,Medium
35,100,3,3550.05,Disputed,2,5,2005,Motorcycles,112,Spain,Medium
29,59.37,15,1721.73,Shipped,1,3,2003,Classic Cars,50,UK,Small
50,59.87,1,2993.5,Shipped,2,5,2003,Classic Cars,50,France,Small
26,49.81,1,1295.06,Shipped,3,7,2003,Classic Cars,50,France,Small
47,56.85,8,2671.95,Shipped,3,9,2003,Classic Cars,50,Australia,Small
23,53.33,7,1226.59,Shipped,4,10,2003,Classic Cars,50,Denmark,Small
34,42.76,5,1453.84,Shipped,4,11,2003,Classic Cars,50,USA,Small
34,53.83,1,1830.22,Shipped,4,11,2003,Classic Cars,50,Norway,Small
47,53.83,6,2530.01,Shipped,4,11,2003,Classic Cars,50,USA,Small
45,49.81,12,2241.45,Shipped,4,12,2003,Classic Cars,50,USA,Small
45,53.33,5,2399.85,Shipped,1,1,2004,Classic Cars,50,Spain,Small
36,43.27,3,1557.72,Shipped,1,2,2004,Classic Cars,50,USA,Small
21,40.25,10,845.25,Shipped,2,4,2004,Classic Cars,50,France,Small
28,48.3,1,1352.4,Shipped,3,7,2004,Classic Cars,50,Italy,Small
35,45.28,1,1584.8,Shipped,3,8,2004,Classic Cars,50,USA,Small
50,52.32,13,2616,Shipped,3,9,2004,Classic Cars,50,Singapore,Small
22,51.32,3,1129.04,Shipped,4,10,2003,Classic Cars,50,Norway,Small
45,49.3,8,2218.5,Shipped,4,10,2004,Classic Cars,50,Spain,Small
48,42.26,5,2028.48,Shipped,4,11,2004,Classic Cars,50,USA,Small
20,87.96,5,1759.2,Shipped,4,11,2004,Classic Cars,50,UK,Small
27,36.21,6,977.67,Shipped,4,11,2004,Classic Cars,50,France,Small
38,38.5,11,1463,Resolved,1,1,2005,Classic Cars,50,USA,Small
32,100,3,3970.56,Shipped,1,2,2005,Classic Cars,50,Spain,Medium
64,40.25,10,2576,On Hold,2,4,2005,Classic Cars,50,USA,Small
37,60.37,13,2233.69,In Process,2,5,2005,Classic Cars,50,Australia,Small
28,88.63,4,2481.64,Shipped,1,2,2003,Planes,109,Italy,Small
39,100,10,4651.53,Shipped,2,4,2003,Planes,109,Australia,Medium
41,94.1,5,3858.1,Shipped,2,6,2003,Planes,109,Spain,Medium
40,87.54,16,3501.6,Shipped,3,8,2003,Planes,109,USA,Medium
49,100,11,6433.7,Shipped,4,10,2003,Planes,109,USA,Medium
27,98.48,9,2658.96,Shipped,1,1,2004,Planes,109,Japan,Small
34,100,11,3608.76,Shipped,1,2,2004,Planes,109,Australia,Medium
23,96.29,5,2214.67,Shipped,2,4,2004,Planes,109,Canada,Small
31,88.63,6,2747.53,Shipped,2,5,2004,Planes,109,USA,Small
34,97.38,1,3310.92,Cancelled,2,6,2004,Planes,109,Spain,Medium
25,95.2,11,2380,Shipped,3,7,2004,Planes,109,France,Small
22,100,3,2310.88,Shipped,3,8,2004,Planes,109,Norway,Small
32,100,6,4061.76,Shipped,3,9,2004,Planes,109,Ireland,Medium
31,100,9,3493.7,Shipped,4,10,2004,Planes,109,USA,Medium
25,100,1,2872.25,Shipped,4,11,2004,Planes,109,UK,Small
47,87.54,14,4114.38,Shipped,4,11,2004,Planes,109,Italy,Medium
21,50.65,7,1063.65,Shipped,4,11,2004,Planes,109,Japan,Small
28,71.73,2,2008.44,Shipped,4,12,2004,Planes,109,USA,Small
46,94.1,3,4328.6,Shipped,1,2,2005,Planes,109,Australia,Medium
33,41.71,11,1376.43,Resolved,1,3,2005,Planes,109,Spain,Small
43,100,16,5552.16,Shipped,1,3,2005,Planes,109,France,Medium
38,96.29,5,3659.02,On Hold,2,4,2005,Planes,109,USA,Medium
47,88.63,6,4165.61,Shipped,2,5,2005,Planes,109,Italy,Medium
45,31.2,3,1404,Shipped,1,1,2003,Vintage Cars,33,Germany,Small
20,35.51,3,710.2,Shipped,1,3,2003,Vintage Cars,33,UK,Small
45,37.84,2,1702.8,Shipped,2,5,2003,Vintage Cars,33,USA,Small
36,33.19,7,1194.84,Shipped,3,9,2003,Vintage Cars,33,USA,Small
37,27.22,5,1007.14,Shipped,4,10,2003,Vintage Cars,33,USA,Small
31,31.53,9,977.43,Shipped,4,11,2003,Vintage Cars,33,Italy,Small
39,36.84,6,1436.76,Shipped,4,11,2003,Vintage Cars,33,USA,Small
26,29.21,10,759.46,Shipped,4,11,2003,Vintage Cars,33,Australia,Small
32,37.17,5,1189.44,Shipped,4,12,2003,Vintage Cars,33,Spain,Small
20,34.19,3,683.8,Shipped,1,1,2004,Vintage Cars,33,Spain,Small
42,29.21,6,1226.82,Shipped,1,3,2004,Vintage Cars,33,France,Small
33,29.54,1,974.82,Shipped,2,4,2004,Vintage Cars,33,USA,Small
20,28.88,12,577.6,Shipped,3,8,2004,Vintage Cars,33,Italy,Small
29,38.17,1,1106.93,Shipped,3,9,2004,Vintage Cars,33,Singapore,Small
23,30.2,16,694.6,Shipped,4,10,2004,Vintage Cars,33,France,Small
39,29.54,13,1152.06,Shipped,4,10,2004,Vintage Cars,33,USA,Small
20,100,3,2624,Shipped,4,11,2004,Vintage Cars,33,USA,Small
45,81.91,6,3685.95,Shipped,4,11,2004,Vintage Cars,33,UK,Medium
20,35.18,6,703.6,Shipped,4,11,2004,Vintage Cars,33,France,Small
48,100,5,9720,Shipped,4,12,2004,Vintage Cars,33,France,Large
23,36.29,13,834.67,Resolved,1,1,2005,Vintage Cars,33,USA,Small
32,70.56,4,2257.92,Shipped,1,2,2005,Vintage Cars,33,Spain,Small
33,100,8,8344.71,Shipped,1,3,2005,Vintage Cars,33,Australia,Large
61,29.54,1,1801.94,Shipped,2,4,2005,Vintage Cars,33,Singapore,Small
45,26.88,1,1209.6,In Process,2,5,2005,Vintage Cars,33,Australia,Small
38,83.03,7,3155.14,Shipped,1,2,2003,Motorcycles,76,USA,Medium
34,83.79,5,2848.86,Shipped,2,4,2003,Motorcycles,76,Australia,Small
43,83.03,7,3570.29,Shipped,3,7,2003,Motorcycles,76,France,Medium
47,83.03,11,3902.41,Shipped,3,8,2003,Motorcycles,76,USA,Medium
22,67.03,1,1474.66,Shipped,4,10,2003,Motorcycles,76,Norway,Small
29,75.41,6,2186.89,Shipped,4,10,2003,Motorcycles,76,USA,Small
28,68.55,14,1919.4,Shipped,4,11,2003,Motorcycles,76,France,Small
40,91.4,6,3656,Shipped,4,11,2003,Motorcycles,76,Norway,Medium
25,73.88,7,1847,Shipped,4,12,2003,Motorcycles,76,USA,Small
30,61.7,4,1851,Shipped,1,1,2004,Motorcycles,76,Japan,Small
38,69.31,6,2633.78,Shipped,1,2,2004,Motorcycles,76,Australia,Small
36,87.6,3,3153.6,Shipped,2,4,2004,Motorcycles,76,USA,Medium
32,87.6,1,2803.2,Shipped,2,5,2004,Motorcycles,76,USA,Small
37,62.46,7,2311.02,Shipped,2,6,2004,Motorcycles,76,USA,Small
30,79.98,6,2399.4,Shipped,3,7,2004,Motorcycles,76,France,Small
39,70.08,11,2733.12,Shipped,3,8,2004,Motorcycles,76,USA,Small
32,65.51,1,2096.32,Shipped,3,9,2004,Motorcycles,76,Ireland,Small
47,63.22,4,2971.34,Shipped,4,10,2004,Motorcycles,76,USA,Small
26,86.83,6,2257.58,Shipped,4,11,2004,Motorcycles,76,USA,Small
37,94.43,4,3493.91,Shipped,4,11,2004,Motorcycles,76,USA,Medium
55,79.98,8,4398.9,Shipped,4,11,2004,Motorcycles,76,Spain,Medium
21,100,8,3595.62,Shipped,1,1,2005,Motorcycles,76,Finland,Medium
23,100,9,2443.29,Shipped,1,2,2005,Motorcycles,76,France,Small
49,81.4,2,3988.6,Shipped,1,3,2005,Motorcycles,76,Sweden,Medium
59,87.6,3,5168.4,Shipped,2,4,2005,Motorcycles,76,France,Medium
32,87.6,1,2803.2,Shipped,2,5,2005,Motorcycles,76,Italy,Small
43,100,9,6341.21,Shipped,1,2,2003,Ships,122,Denmark,Medium
41,100,3,5189.78,Shipped,2,4,2003,Ships,122,Singapore,Medium
45,100,9,6027.75,Shipped,2,6,2003,Ships,122,UK,Medium
33,100,6,3366,Shipped,3,8,2003,Ships,122,USA,Medium
40,100,5,5456.4,Shipped,3,9,2003,Ships,122,Spain,Medium
33,100,16,3812.16,Cancelled,4,10,2003,Ships,122,Sweden,Medium
50,100,7,6083,Shipped,4,11,2003,Ships,122,Spain,Medium
30,100,7,3170.7,Shipped,4,11,2003,Ships,122,USA,Medium
41,100,13,4534.6,Shipped,4,11,2003,Ships,122,Spain,Medium
35,100,7,4301.15,Shipped,1,1,2004,Ships,122,France,Medium
49,100,1,6804.63,Shipped,1,2,2004,Ships,122,Belgium,Medium
46,100,4,5652.94,Shipped,1,3,2004,Ships,122,UK,Medium
48,100,10,6960.48,Cancelled,2,5,2004,Ships,122,USA,Medium
36,100,8,4512.6,Shipped,2,6,2004,Ships,122,Canada,Medium
22,100,11,2784.76,Shipped,3,7,2004,Ships,122,Belgium,Small
42,100,13,5316.36,Shipped,3,8,2004,Ships,122,Canada,Medium
21,100,2,2941.89,Shipped,3,9,2004,Ships,122,Italy,Small
29,100,7,3207.4,Shipped,4,10,2004,Ships,122,UK,Medium
35,100,6,4215.05,Shipped,4,10,2004,Ships,122,France,Medium
41,100,4,4333.29,Shipped,4,11,2004,Ships,122,Sweden,Medium
29,71.97,4,2087.13,Shipped,4,11,2004,Ships,122,USA,Small
34,50.33,7,1711.22,Shipped,4,12,2004,Ships,122,Spain,Small
37,100,8,3910.53,Shipped,1,1,2005,Ships,122,Japan,Medium
28,80.54,3,2255.12,Shipped,1,2,2005,Ships,122,USA,Small
49,100,6,5720.75,Shipped,1,3,2005,Ships,122,USA,Medium
23,100,10,3335.23,On Hold,2,5,2005,Ships,122,USA,Medium
46,53.76,2,2472.96,Shipped,1,1,2003,Vintage Cars,44,Germany,Small
39,44.35,2,1729.65,Shipped,1,3,2003,Vintage Cars,44,UK,Small
22,45.25,1,995.5,Shipped,2,5,2003,Vintage Cars,44,USA,Small
49,49.28,6,2414.72,Shipped,3,9,2003,Vintage Cars,44,USA,Small
43,36.29,4,1560.47,Shipped,4,10,2003,Vintage Cars,44,USA,Small
27,41.22,8,1112.94,Shipped,4,11,2003,Vintage Cars,44,Italy,Small
31,36.74,5,1138.94,Shipped,4,11,2003,Vintage Cars,44,USA,Small
20,50.62,9,1012.4,Shipped,4,11,2003,Vintage Cars,44,Australia,Small
24,38.08,4,913.92,Shipped,4,12,2003,Vintage Cars,44,Spain,Small
49,47.94,2,2349.06,Shipped,1,1,2004,Vintage Cars,44,Spain,Small
24,48.38,5,1161.12,Shipped,1,3,2004,Vintage Cars,44,France,Small
39,45.25,9,1764.75,Shipped,2,4,2004,Vintage Cars,44,Spain,Small
37,45.7,2,1690.9,Shipped,2,6,2004,Vintage Cars,44,France,Small
45,47.49,11,2137.05,Shipped,3,8,2004,Vintage Cars,44,Italy,Small
45,48.38,4,2177.1,Shipped,3,9,2004,Vintage Cars,44,Norway,Small
44,39.42,15,1734.48,Shipped,4,10,2004,Vintage Cars,44,France,Small
23,37.63,12,865.49,Shipped,4,10,2004,Vintage Cars,44,USA,Small
30,100,4,3500.1,Shipped,4,11,2004,Vintage Cars,44,USA,Medium
26,85.52,10,2223.52,Shipped,4,11,2004,Vintage Cars,44,UK,Small
43,53.76,1,2311.68,Shipped,4,11,2004,Vintage Cars,44,France,Small
26,31.86,7,828.36,Shipped,4,12,2004,Vintage Cars,44,France,Small
28,30.59,12,856.52,Resolved,1,1,2005,Vintage Cars,44,USA,Small
27,68.35,5,1845.45,Shipped,1,2,2005,Vintage Cars,44,Spain,Small
24,100,1,4042.08,Shipped,1,3,2005,Vintage Cars,44,Australia,Medium
40,45.7,2,1828,In Process,2,5,2005,Vintage Cars,44,USA,Small
36,100,1,3680.28,Shipped,1,1,2003,Trucks and Buses,127,Norway,Medium
21,100,5,2925.09,Shipped,2,4,2003,Trucks and Buses,127,France,Small
27,100,1,3415.77,Shipped,2,5,2003,Trucks and Buses,127,Spain,Medium
47,100,1,5105.14,Shipped,3,7,2003,Trucks and Buses,127,USA,Medium
42,100,8,5098.8,Shipped,3,9,2003,Trucks and Buses,127,Finland,Medium
32,100,17,4661.76,Shipped,4,10,2003,Trucks and Buses,127,Singapore,Medium
28,100,6,2969.96,Shipped,4,11,2003,Trucks and Buses,127,UK,Small
24,100,11,3496.32,Shipped,4,11,2003,Trucks and Buses,127,Spain,Medium
49,100,1,5760.93,Shipped,4,11,2003,Trucks and Buses,127,France,Medium
46,100,12,6819.04,Shipped,4,12,2003,Trucks and Buses,127,USA,Medium
28,100,1,3148.88,Shipped,1,2,2004,Trucks and Buses,127,Singapore,Medium
48,100,6,5704.32,Shipped,1,3,2004,Trucks and Buses,127,USA,Medium
29,100,10,3520.6,Shipped,2,5,2004,Trucks and Buses,127,Spain,Medium
47,100,9,5285.62,Shipped,2,6,2004,Trucks and Buses,127,Singapore,Medium
43,100,10,5605.05,Shipped,3,7,2004,Trucks and Buses,127,USA,Medium
25,100,6,2779.5,Shipped,3,8,2004,Trucks and Buses,127,USA,Small
48,100,1,5398.08,Shipped,3,9,2004,Trucks and Buses,127,Sweden,Medium
24,100,10,3189.6,Shipped,4,10,2004,Trucks and Buses,127,USA,Medium
42,100,4,5581.8,Shipped,4,10,2004,Trucks and Buses,127,Canada,Medium
31,100,2,3820.44,Shipped,4,11,2004,Trucks and Buses,127,USA,Medium
42,100,5,5528.04,On Hold,4,11,2004,Trucks and Buses,127,Sweden,Medium
37,100,1,5981.42,Shipped,4,11,2004,Trucks and Buses,127,Spain,Medium
41,100,7,5684.65,Shipped,4,12,2004,Trucks and Buses,127,Spain,Medium
20,100,5,3449.4,Shipped,1,1,2005,Trucks and Buses,127,USA,Medium
20,100,3,2654.4,Shipped,1,2,2005,Trucks and Buses,127,USA,Small
70,100,10,8498,Shipped,2,5,2005,Trucks and Buses,127,Spain,Large
49,100,9,5510.54,In Process,2,5,2005,Trucks and Buses,127,France,Medium
35,58.87,15,2060.45,Shipped,1,3,2003,Motorcycles,69,Philippines,Small
32,76.88,2,2460.16,Shipped,2,5,2003,Motorcycles,69,France,Small
29,61.64,16,1787.56,Shipped,3,7,2003,Motorcycles,69,USA,Small
27,60.95,3,1645.65,Shipped,3,8,2003,Motorcycles,69,USA,Small
27,80.34,11,2169.18,Shipped,4,10,2003,Motorcycles,69,USA,Small
38,74.11,11,2816.18,Shipped,4,11,2003,Motorcycles,69,Australia,Small
35,72.03,6,2521.05,Shipped,4,11,2003,Motorcycles,69,France,Small
42,76.19,3,3199.98,Shipped,4,11,2003,Motorcycles,69,Spain,Medium
21,63.72,11,1338.12,Shipped,1,1,2004,Motorcycles,69,France,Small
37,80.34,4,2972.58,Shipped,1,2,2004,Motorcycles,69,France,Small
26,79.65,4,2070.9,Shipped,2,4,2004,Motorcycles,69,USA,Small
47,65.8,8,3092.6,Shipped,2,5,2004,Motorcycles,69,France,Medium
37,65.1,6,2408.7,Shipped,2,6,2004,Motorcycles,69,USA,Small
46,75.49,12,3472.54,Shipped,3,8,2004,Motorcycles,69,USA,Medium
38,59.56,3,2263.28,Shipped,3,8,2004,Motorcycles,69,USA,Small
33,66.49,6,2194.17,Shipped,3,9,2004,Motorcycles,69,Finland,Small
24,56.1,2,1346.4,Shipped,4,10,2004,Motorcycles,69,Norway,Small
31,81.73,7,2533.63,Shipped,4,11,2004,Motorcycles,69,USA,Small
42,81.03,1,3403.26,Shipped,4,11,2004,Motorcycles,69,Philippines,Medium
32,100,6,3307.2,Shipped,4,11,2004,Motorcycles,69,Austria,Medium
41,70.65,3,2896.65,Shipped,4,12,2004,Motorcycles,69,Spain,Small
43,61.23,14,2632.89,Shipped,1,1,2005,Motorcycles,69,Finland,Small
20,100,14,2046,Shipped,1,2,2005,Motorcycles,69,France,Small
35,65.13,4,2279.55,Shipped,1,3,2005,Motorcycles,69,USA,Small
27,79.65,4,2150.55,Shipped,2,4,2005,Motorcycles,69,UK,Small
43,78.15,11,3360.45,Shipped,1,3,2003,Classic Cars,90,UK,Medium
32,72.7,10,2326.4,Shipped,2,5,2003,Classic Cars,90,USA,Small
21,73.6,4,1545.6,Shipped,3,9,2003,Classic Cars,90,Australia,Small
20,100,3,2144.6,Shipped,4,10,2003,Classic Cars,90,Denmark,Small
22,74.51,1,1639.22,Shipped,4,11,2003,Classic Cars,90,USA,Small
36,73.6,14,2649.6,Shipped,4,11,2003,Classic Cars,90,USA,Small
46,83.6,2,3845.6,Shipped,4,11,2003,Classic Cars,90,USA,Medium
47,96.32,8,4527.04,Shipped,4,12,2003,Classic Cars,90,USA,Medium
45,88.14,1,3966.3,Shipped,1,1,2004,Classic Cars,90,Spain,Medium
47,88.14,14,4142.58,Shipped,1,3,2004,Classic Cars,90,France,Medium
47,94.5,6,4441.5,Shipped,2,4,2004,Classic Cars,90,France,Medium
38,87.24,3,3315.12,Shipped,3,7,2004,Classic Cars,90,USA,Medium
49,79.97,3,3918.53,Shipped,3,8,2004,Classic Cars,90,Spain,Medium
35,80.87,9,2830.45,Shipped,3,9,2004,Classic Cars,90,Singapore,Small
49,100,5,5298.86,Shipped,4,10,2003,Classic Cars,90,UK,Medium
28,93.6,4,2620.8,Shipped,4,10,2004,Classic Cars,90,Spain,Small
30,72.7,1,2181,Shipped,4,11,2004,Classic Cars,90,USA,Small
39,86.72,7,3382.08,Shipped,4,11,2004,Classic Cars,90,UK,Medium
25,100,1,2876.75,Shipped,4,11,2004,Classic Cars,90,USA,Small
40,100,2,4107.2,Shipped,1,1,2005,Classic Cars,90,USA,Medium
36,37.5,6,1350,Shipped,1,2,2005,Classic Cars,90,Spain,Small
76,94.5,6,7182,On Hold,2,4,2005,Classic Cars,90,USA,Large
39,100,9,3933.93,In Process,2,5,2005,Classic Cars,90,Australia,Medium
44,39.6,10,1742.4,Shipped,1,1,2003,Classic Cars,35,Spain,Small
24,30.06,1,721.44,Shipped,2,4,2003,Classic Cars,35,France,Small
39,38.19,12,1489.41,Shipped,2,6,2003,Classic Cars,35,USA,Small
21,42.43,6,891.03,Shipped,3,8,2003,Classic Cars,35,Finland,Small
30,40.31,4,1209.3,Shipped,3,9,2003,Classic Cars,35,Finland,Small
27,31.82,13,859.14,Shipped,4,10,2003,Classic Cars,35,Singapore,Small
37,31.12,2,1151.44,Shipped,4,11,2003,Classic Cars,35,UK,Small
42,31.82,7,1336.44,Shipped,4,11,2003,Classic Cars,35,Spain,Small
32,28.29,7,905.28,Shipped,4,11,2003,Classic Cars,35,USA,Small
42,29.7,8,1247.4,Shipped,4,12,2003,Classic Cars,35,USA,Small
21,40.31,3,846.51,Shipped,1,2,2004,Classic Cars,35,USA,Small
33,32.88,2,1085.04,Shipped,1,3,2004,Classic Cars,35,USA,Small
49,36.07,6,1767.43,Shipped,2,5,2004,Classic Cars,35,Spain,Small
31,33.24,5,1030.44,Shipped,2,6,2004,Classic Cars,35,Singapore,Small
38,41.72,6,1585.36,Shipped,3,7,2004,Classic Cars,35,USA,Small
20,40.66,2,813.2,Shipped,3,8,2004,Classic Cars,35,USA,Small
39,30.06,9,1172.34,Shipped,3,9,2004,Classic Cars,35,USA,Small
48,31.47,6,1510.56,Shipped,4,10,2004,Classic Cars,35,USA,Small
39,37.13,15,1448.07,Shipped,4,10,2004,Classic Cars,35,Denmark,Small
